screen_id,screen_name,module,container,group,id,label,type,required,readonly,unit,options,source,source_status
SCR-REG-001,Front Desk Home / Appointment Worklist,C.1 Registration,table:Table columns,Table columns,per_b_1_b_view_1_appointment_time,Per B.1.B View 1 — Appointment time,text,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-001,Front Desk Home / Appointment Worklist,C.1 Registration,table:Table columns,Table columns,patient_name,Patient name,text,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-001,Front Desk Home / Appointment Worklist,C.1 Registration,table:Table columns,Table columns,uhid,UHID,text,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-001,Front Desk Home / Appointment Worklist,C.1 Registration,table:Table columns,Table columns,age,Age,number,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-001,Front Desk Home / Appointment Worklist,C.1 Registration,table:Table columns,Table columns,sex,Sex,select,False,False,,Male | Female | Other | Unknown,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-001,Front Desk Home / Appointment Worklist,C.1 Registration,table:Table columns,Table columns,contact_masked_per,Contact (masked per ),text,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-001,Front Desk Home / Appointment Worklist,C.1 Registration,table:Table columns,Table columns,visit_type,Visit type,select,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-001,Front Desk Home / Appointment Worklist,C.1 Registration,table:Table columns,Table columns,department,Department,text,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-001,Front Desk Home / Appointment Worklist,C.1 Registration,table:Table columns,Table columns,clinician,Clinician,text,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-001,Front Desk Home / Appointment Worklist,C.1 Registration,table:Table columns,Table columns,appointment_status,Appointment status,select,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-001,Front Desk Home / Appointment Worklist,C.1 Registration,table:Table columns,Table columns,check_in_time,Check-in time,text,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-001,Front Desk Home / Appointment Worklist,C.1 Registration,table:Table columns,Table columns,waiting_time,Waiting time,text,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-001,Front Desk Home / Appointment Worklist,C.1 Registration,table:Table columns,Table columns,current_location,Current location,text,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-001,Front Desk Home / Appointment Worklist,C.1 Registration,table:Table columns,Table columns,payer,Payer,text,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-001,Front Desk Home / Appointment Worklist,C.1 Registration,table:Table columns,Table columns,financial_clearance,Financial clearance,text,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-001,Front Desk Home / Appointment Worklist,C.1 Registration,table:Table columns,Table columns,pending_action,Pending action,text,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-001,Front Desk Home / Appointment Worklist,C.1 Registration,table:Table columns,Table columns,alerts,Alerts,text,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-001,Front Desk Home / Appointment Worklist,C.1 Registration,table:Table columns,Table columns,referring_dept_clinician,Referring dept/clinician,text,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-001,Front Desk Home / Appointment Worklist,C.1 Registration,table:Table columns,Table columns,prior_visit_date,Prior visit date,date,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-001,Front Desk Home / Appointment Worklist,C.1 Registration,table:Table columns,Table columns,row_actions,Row actions.,text,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Clinical / Operational Fields,identity_title,Identity: Title,select,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Clinical / Operational Fields,given_name,Given name,text,True,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Clinical / Operational Fields,middle_name,Middle name,text,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Clinical / Operational Fields,family_name,Family name,text,True,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Clinical / Operational Fields,preferred_name,Preferred name,text,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Clinical / Operational Fields,name_in_local_script,Name in local script,text,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Clinical / Operational Fields,date_of_birth,Date of birth,date,True,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Clinical / Operational Fields,age_at_registration_read_only,"Age at registration , read-only",readonly,False,True,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Clinical / Operational Fields,sex,Sex,select,True,False,,"product-defined: Male | Female | Other | Unknown, extensions)",CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Clinical / Operational Fields,gender_identity,Gender identity,select,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Clinical / Operational Fields,marital_status,Marital status,select,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Clinical / Operational Fields,photograph_capture_upload_o_demographics_nationality,"Photograph (capture/upload, O ). Demographics: Nationality",text,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Clinical / Operational Fields,religion,Religion,text,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Clinical / Operational Fields,occupation,Occupation,text,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Clinical / Operational Fields,education_level,Education level,text,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Clinical / Operational Fields,ethnicity_all_dropdowns_optionality_contact_mobile,"Ethnicity — all dropdowns, optionality . Contact: Mobile",select,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Clinical / Operational Fields,alternate_phone,Alternate phone,text,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Clinical / Operational Fields,email,Email,text,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Clinical / Operational Fields,preferred_contact_method,Preferred contact method,select,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Clinical / Operational Fields,consent_to_contact_by_sms_email_call_checkboxes_each_timestamped,"Consent to contact by SMS/email/call (checkboxes, each timestamped)",datetime-local,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Clinical / Operational Fields,address_line_1_2_area_city_district_state_postcode_country_r_per_nok_name_r,"Address line 1/2, area, city, district, state, postcode, country (R per ). NOK: Name (R)",number,True,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Clinical / Operational Fields,relationship,Relationship,select,True,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Clinical / Operational Fields,phone_r,Phone (R),text,True,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Clinical / Operational Fields,address,Address,text,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Clinical / Operational Fields,is_legal_representative_checkbox,Is legal representative (checkbox),text,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Clinical / Operational Fields,authorised_to_receive_clinical_information_checkbox_scope_id_documents_document_,Authorised to receive clinical information (checkbox + scope ). ID documents: Document type,select,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Clinical / Operational Fields,number,Number,number,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Clinical / Operational Fields,issuing_authority,Issuing authority,text,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Clinical / Operational Fields,expiry,Expiry,text,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Clinical / Operational Fields,verified_checkbox_verification_method_verified_by_at,Verified (checkbox) + verification method + verified by/at,select,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Clinical / Operational Fields,scan_attachment_payer_per_scr_fin_001_embedded_panel_referral_source,Scan attachment. Payer: per SCR-FIN-001 embedded panel. Referral: Source,datetime-local,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Clinical / Operational Fields,referring_facility,Referring facility,text,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Clinical / Operational Fields,referring_clinician,Referring clinician,text,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Clinical / Operational Fields,referral_date,Referral date,date,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Clinical / Operational Fields,referral_reason,Referral reason,textarea,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Clinical / Operational Fields,referral_document_upload,Referral document upload,text,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Clinical / Operational Fields,suspected_cancer_flag_checkbox_routes_to_navigator_consents_registration_treat_c,"Suspected cancer flag (checkbox → routes to Navigator). Consents: Registration/treat consent ( wording, versioned) — status, version, obtained by, …",datetime-local,True,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Clinical / Operational Fields,data_privacy_consent,Data privacy consent,text,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Clinical / Operational Fields,consent_to_photography_preferences_preferred_language,Consent to photography . Preferences: Preferred language,select,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Clinical / Operational Fields,interpreter_required_checkbox_language,Interpreter required (checkbox + language),number,True,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Clinical / Operational Fields,mobility_assistance,Mobility assistance,select,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Clinical / Operational Fields,communication_needs,Communication needs,select,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Clinical / Operational Fields,cultural_religious_requirements,Cultural/religious requirements.,text,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Calculated,age_from_dob_calc_001,Age from DOB (CALC-001),readonly,False,True,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,field,Calculated,duplicate_match_score_calc_004_algorithm_product_defined_threshold,"Duplicate match score (CALC-004) — algorithm product-defined, threshold .",readonly,False,True,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,"table:ID documents (type, number, expiry, verified, attachment, actions)","ID documents (type, number, expiry, verified, attachment, actions)",entry,Entry,text,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,"table:ID documents (type, number, expiry, verified, attachment, actions)","ID documents (type, number, expiry, verified, attachment, actions)",date_time,Date / time,datetime-local,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,"table:ID documents (type, number, expiry, verified, attachment, actions)","ID documents (type, number, expiry, verified, attachment, actions)",source_owner,Source / owner,text,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,"table:Payer list (payer, policy, validity, priority, verified)","Payer list (payer, policy, validity, priority, verified)",entry,Entry,text,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,"table:Payer list (payer, policy, validity, priority, verified)","Payer list (payer, policy, validity, priority, verified)",date_time,Date / time,datetime-local,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,"table:Payer list (payer, policy, validity, priority, verified)","Payer list (payer, policy, validity, priority, verified)",source_owner,Source / owner,text,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,table:Duplicate candidates (see below).,Duplicate candidates (see below).,entry,Entry,text,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,table:Duplicate candidates (see below).,Duplicate candidates (see below).,date_time,Date / time,datetime-local,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-002,New Patient Registration,C.1 Registration,table:Duplicate candidates (see below).,Duplicate candidates (see below).,source_owner,Source / owner,text,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-003,Duplicate Resolution,C.1 Registration,field,Clinical / Operational Fields,structured_clinical_operational_findings,Structured clinical / operational findings,textarea,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-003,Duplicate Resolution,C.1 Registration,field,Clinical / Operational Fields,assessment_decision_outcome,Assessment / decision / outcome,select,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-004,Patient Administrative Profile,C.1 Registration,field,Clinical / Operational Fields,structured_clinical_operational_findings,Structured clinical / operational findings,textarea,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-004,Patient Administrative Profile,C.1 Registration,field,Clinical / Operational Fields,assessment_decision_outcome,Assessment / decision / outcome,select,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-005,Scheduling Calendar & Booking,C.1 Registration,field,(booking),patient_search_select_r,"Patient (search/select, R)",select,True,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-005,Scheduling Calendar & Booking,C.1 Registration,field,(booking),appointment_type,Appointment type,select,True,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-005,Scheduling Calendar & Booking,C.1 Registration,field,(booking),department_r,Department (R),text,True,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-005,Scheduling Calendar & Booking,C.1 Registration,field,(booking),resource_clinician_chair_machine_room_r,"Resource (clinician/chair/machine/room, R)",text,True,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-005,Scheduling Calendar & Booking,C.1 Registration,field,(booking),date_r,Date (R),date,True,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-005,Scheduling Calendar & Booking,C.1 Registration,field,(booking),start_time_r,Start time (R),datetime-local,True,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-005,Scheduling Calendar & Booking,C.1 Registration,field,(booking),duration,Duration,select,False,False,min,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-005,Scheduling Calendar & Booking,C.1 Registration,field,(booking),priority,Priority,select,False,False,,Routine | Urgent | Emergency,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-005,Scheduling Calendar & Booking,C.1 Registration,field,(booking),reason_for_visit,Reason for visit,textarea,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-005,Scheduling Calendar & Booking,C.1 Registration,field,(booking),linked_order_select_e_g_the_imaging_order_or_treatment_order_this_appointment_fu,Linked order (select — e.g. the imaging order or treatment order this appointment fulfils),select,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-005,Scheduling Calendar & Booking,C.1 Registration,field,(booking),preparation_set,Preparation set,readonly,False,True,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-005,Scheduling Calendar & Booking,C.1 Registration,field,(booking),interpreter_required,Interpreter required,readonly,True,True,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-005,Scheduling Calendar & Booking,C.1 Registration,field,(booking),transport_required,Transport required,text,True,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-005,Scheduling Calendar & Booking,C.1 Registration,field,(booking),isolation_precautions,Isolation precautions,readonly,False,True,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-005,Scheduling Calendar & Booking,C.1 Registration,field,(booking),accompanying_person,Accompanying person,text,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-005,Scheduling Calendar & Booking,C.1 Registration,field,(booking),notes_to_the_receiving_department,Notes to the receiving department,textarea,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-005,Scheduling Calendar & Booking,C.1 Registration,field,(booking),notification_method_s,Notification method(s).,select,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-005,Scheduling Calendar & Booking,C.1 Registration,field,Calculated,expected_duration_for_day_care_from_the_regimen_s_summed_administration_time_pre,"Expected duration — for Day Care, from the regimen's summed administration time + premedication + observation (CALC-020)",readonly,False,True,min,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-005,Scheduling Calendar & Booking,C.1 Registration,field,Calculated,next_cycle_due_date_from_last_administration_cycle_length_calc_021,Next-cycle due date from last administration + cycle length (CALC-021),readonly,False,True,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-005,Scheduling Calendar & Booking,C.1 Registration,field,Calculated,slot_utilisation,Slot utilisation %,readonly,False,True,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-005,Scheduling Calendar & Booking,C.1 Registration,field,Calculated,days_waiting,Days waiting.,readonly,False,True,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-005,Scheduling Calendar & Booking,C.1 Registration,table:Slot grid (resource × time),Slot grid (resource × time),entry,Entry,text,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-005,Scheduling Calendar & Booking,C.1 Registration,table:Slot grid (resource × time),Slot grid (resource × time),date_time,Date / time,datetime-local,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
SCR-REG-005,Scheduling Calendar & Booking,C.1 Registration,table:Slot grid (resource × time),Slot grid (resource × time),source_owner,Source / owner,text,False,False,,,CCA_Oncology_HIS_EMR_PRD_Part3_C-registration-to-investigations.md,Supplied PRD source
